 GeoStep   ADMPstep   Time, fs    SCF Energy, au   E-Ebeg,kcal/mol  E-E1,kcal/mol  EkinC(~T)     EkinP(A+B)    Ekin        Epot=Escf   Etot=Ekin+Epot  Etot-EkinP=EkinC+Epot  T,K    Connectivity, Rmax=  3.50
     186    1850      370.00      -1800.76776532       10.36       10.36           0.015694      0.000079      0.015773  -1800.767765  -1800.751993  -1800.752071            413.29       1     0.37000
     187    1860      372.00      -1800.76827538       10.04       10.04           0.016207      0.000076      0.016283  -1800.768275  -1800.751993  -1800.752068            426.80       1     0.37200
     188    1870      374.00      -1800.76879576        9.71        9.71           0.016722      0.000081      0.016803  -1800.768796  -1800.751993  -1800.752074            440.37       1     0.37400
     189    1880      376.00      -1800.76933162        9.38        9.38           0.017256      0.000083      0.017339  -1800.769332  -1800.751993  -1800.752076            454.42       1     0.37600
     190    1890      378.00      -1800.76986381        9.04        9.04           0.017791      0.000080      0.017871  -1800.769864  -1800.751993  -1800.752073            468.51       1     0.37800
     191    1900      380.00      -1800.77040778        8.70        8.70           0.018332      0.000083      0.018415  -1800.770408  -1800.751993  -1800.752076            482.77       1     0.38000
     192    1910      382.00      -1800.77093717        8.37        8.37           0.018862      0.000082      0.018944  -1800.770937  -1800.751993  -1800.752075            496.73       1     0.38200
     193    1920      384.00      -1800.77146684        8.04        8.04           0.019385      0.000090      0.019474  -1800.771467  -1800.751993  -1800.752082            510.48       1     0.38400
     194    1930      386.00      -1800.77198192        7.71        7.71           0.019900      0.000090      0.019989  -1800.771982  -1800.751993  -1800.752082            524.04       1     0.38600
     195    1940      388.00      -1800.77247350        7.41        7.41           0.020396      0.000085      0.020481  -1800.772473  -1800.751993  -1800.752078            537.11       1     0.38800
     196    1950      390.00      -1800.77294596        7.11        7.11           0.020861      0.000092      0.020953  -1800.772946  -1800.751993  -1800.752084            549.37       1     0.39000
     197    1960      392.00      -1800.77338418        6.83        6.83           0.021298      0.000094      0.021392  -1800.773384  -1800.751993  -1800.752086            560.86       1     0.39200
     198    1970      394.00      -1800.77378591        6.58        6.58           0.021704      0.000090      0.021793  -1800.773786  -1800.751993  -1800.752082            571.55       1     0.39400
     199    1980      396.00      -1800.77414411        6.36        6.36           0.022059      0.000092      0.022151  -1800.774144  -1800.751993  -1800.752085            580.92       1     0.39600
     200    1990      398.00      -1800.77444966        6.17        6.17           0.022357      0.000100      0.022457  -1800.774450  -1800.751993  -1800.752093            588.76       1     0.39800
     201    2000      400.00      -1800.77469648        6.01        6.01           0.022609      0.000095      0.022704  -1800.774696  -1800.751993  -1800.752087            595.40       1     0.40000
     202    2010      402.00      -1800.77487626        5.90        5.90           0.022787      0.000096      0.022884  -1800.774876  -1800.751993  -1800.752089            600.08       1     0.40200
     203    2020      404.00      -1800.77498406        5.83        5.83           0.022892      0.000099      0.022991  -1800.774984  -1800.751993  -1800.752092            602.85       1     0.40400
     204    2030      406.00      -1800.77500919        5.81        5.81           0.022916      0.000100      0.023016  -1800.775009  -1800.751993  -1800.752093            603.48       1     0.40600
     205    2040      408.00      -1800.77495312        5.85        5.85           0.022862      0.000098      0.022960  -1800.774953  -1800.751993  -1800.752091            602.05       1     0.40800
     206    2050      410.00      -1800.77480381        5.94        5.94           0.022710      0.000101      0.022811  -1800.774804  -1800.751993  -1800.752094            598.06       1     0.41000
     207    2060      412.00      -1800.77456203        6.09        6.09           0.022466      0.000103      0.022569  -1800.774562  -1800.751993  -1800.752096            591.64       1     0.41200
     208    2070      414.00      -1800.77422595        6.31        6.31           0.022129      0.000104      0.022233  -1800.774226  -1800.751993  -1800.752097            582.75       1     0.41400
     209    2080      416.00      -1800.77379091        6.58        6.58           0.021704      0.000094      0.021798  -1800.773791  -1800.751993  -1800.752087            571.56       1     0.41600
     210    2090      418.00      -1800.77327367        6.90        6.90           0.021173      0.000108      0.021281  -1800.773274  -1800.751993  -1800.752101            557.56       1     0.41800
     211    2100      420.00      -1800.77265747        7.29        7.29           0.020566      0.000099      0.020665  -1800.772657  -1800.751993  -1800.752092            541.59       1     0.42000
     212    2110      422.00      -1800.77197116        7.72        7.72           0.019878      0.000100      0.019978  -1800.771971  -1800.751993  -1800.752093            523.47       1     0.42200
     213    2120      424.00      -1800.77120582        8.20        8.20           0.019119      0.000095      0.019213  -1800.771206  -1800.751993  -1800.752087            503.48       1     0.42400
     214    2130      426.00      -1800.77039135        8.71        8.71           0.018297      0.000101      0.018399  -1800.770391  -1800.751993  -1800.752094            481.85       1     0.42600
     215    2140      428.00      -1800.76953632        9.25        9.25           0.017444      0.000099      0.017544  -1800.769536  -1800.751993  -1800.752092            459.38       1     0.42800
     216    2150      430.00      -1800.76866098        9.80        9.80           0.016573      0.000095      0.016668  -1800.768661  -1800.751993  -1800.752088            436.44       1     0.43000
     217    2160      432.00      -1800.76778681       10.35       10.35           0.015701      0.000093      0.015794  -1800.767787  -1800.751993  -1800.752086            413.48       1     0.43200
     218    2170      434.00      -1800.76694104       10.88       10.88           0.014857      0.000091      0.014948  -1800.766941  -1800.751993  -1800.752084            391.24       1     0.43400
     219    2180      436.00      -1800.76614872       11.37       11.37           0.014068      0.000088      0.014156  -1800.766149  -1800.751993  -1800.752081            370.46       1     0.43600
     220    2190      438.00      -1800.76543582       11.82       11.82           0.013350      0.000094      0.013443  -1800.765436  -1800.751992  -1800.752086            351.55       1     0.43800
     221    2200      440.00      -1800.76482733       12.20       12.20           0.012746      0.000089      0.012835  -1800.764827  -1800.751993  -1800.752082            335.65       1     0.44000
     222    2210      442.00      -1800.76434530       12.51       12.51           0.012262      0.000090      0.012352  -1800.764345  -1800.751993  -1800.752083            322.92       1     0.44200
     223    2220      444.00      -1800.76400712       12.72       12.72           0.011928      0.000086      0.012014  -1800.764007  -1800.751993  -1800.752079            314.11       1     0.44400
